#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1788 6 0.075000 0.850000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1789 6 0.080000 0.850000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1790 6 0.085000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1791 6 0.090000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1792 6 0.095000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1793 6 0.100000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1794 6 0.105000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1795 6 0.110000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1796 6 0.115000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1797 6 0.120000 0.850000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1798 6 0.125000 0.850000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1799 6 0.130000 0.850000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1800 6 0.075000 0.845000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1801 6 0.080000 0.845000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1802 6 0.085000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1803 6 0.090000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1804 6 0.095000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1805 6 0.100000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1806 6 0.105000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1807 6 0.110000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1808 6 0.115000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1809 6 0.120000 0.845000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1810 6 0.125000 0.845000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1811 6 0.130000 0.845000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1812 6 0.075000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1813 6 0.080000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1814 6 0.085000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1815 6 0.090000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1816 6 0.095000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1817 6 0.100000 0.840000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1818 6 0.105000 0.840000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1819 6 0.110000 0.840000 0.030000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1820 6 0.115000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1821 6 0.120000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1822 6 0.125000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1823 6 0.130000 0.840000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1824 6 0.075000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1825 6 0.080000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1826 6 0.085000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1827 6 0.090000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1828 6 0.095000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1829 6 0.100000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1830 6 0.105000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1831 6 0.110000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1832 6 0.115000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1833 6 0.120000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1834 6 0.125000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1835 6 0.130000 0.835000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1836 6 0.075000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1837 6 0.080000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1838 6 0.085000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1839 6 0.090000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1840 6 0.095000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1841 6 0.100000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1842 6 0.105000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1843 6 0.110000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1844 6 0.115000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1845 6 0.120000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1846 6 0.125000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1847 6 0.130000 0.830000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1848 6 0.075000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1849 6 0.080000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1850 6 0.085000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1851 6 0.090000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1852 6 0.095000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1853 6 0.100000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1854 6 0.105000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1855 6 0.110000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1856 6 0.115000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1857 6 0.120000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1858 6 0.125000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1859 6 0.130000 0.825000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1860 6 0.075000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1861 6 0.080000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1862 6 0.085000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1863 6 0.090000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1864 6 0.095000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1865 6 0.100000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1866 6 0.105000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1867 6 0.110000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1868 6 0.115000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1869 6 0.120000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1870 6 0.125000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1871 6 0.130000 0.820000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1872 6 0.075000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1873 6 0.080000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1874 6 0.085000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1875 6 0.090000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1876 6 0.095000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1877 6 0.100000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1878 6 0.105000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1879 6 0.110000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1880 6 0.115000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1881 6 0.120000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1882 6 0.125000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1883 6 0.130000 0.815000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1884 6 0.075000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1885 6 0.080000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1886 6 0.085000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1887 6 0.090000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1888 6 0.095000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1889 6 0.100000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1890 6 0.105000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1891 6 0.110000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1892 6 0.115000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1893 6 0.120000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1894 6 0.125000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1895 6 0.130000 0.810000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1896 6 0.075000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1897 6 0.080000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1898 6 0.085000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1899 6 0.090000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1900 6 0.095000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1901 6 0.100000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1902 6 0.105000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1903 6 0.110000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1904 6 0.115000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1905 6 0.120000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1906 6 0.125000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1907 6 0.130000 0.805000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1908 6 0.075000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1909 6 0.080000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1910 6 0.085000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1911 6 0.090000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1912 6 0.095000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1913 6 0.100000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1914 6 0.105000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1915 6 0.110000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1916 6 0.115000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1917 6 0.120000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1918 6 0.125000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1919 6 0.130000 0.800000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1920 6 0.075000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1921 6 0.080000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1922 6 0.085000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1923 6 0.090000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1924 6 0.095000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1925 6 0.100000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1926 6 0.105000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1927 6 0.110000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1928 6 0.115000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1929 6 0.120000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1930 6 0.125000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1931 6 0.130000 0.795000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1932 6 0.075000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1933 6 0.080000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1934 6 0.085000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1935 6 0.090000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1936 6 0.095000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1937 6 0.100000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1938 6 0.105000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1939 6 0.110000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1940 6 0.115000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1941 6 0.120000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1942 6 0.125000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1943 6 0.130000 0.790000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1944 6 0.075000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1945 6 0.080000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1946 6 0.085000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1947 6 0.090000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1948 6 0.095000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1949 6 0.100000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1950 6 0.105000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1951 6 0.110000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1952 6 0.115000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1953 6 0.120000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1954 6 0.125000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1955 6 0.130000 0.785000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1956 6 0.075000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1957 6 0.080000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1958 6 0.085000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1959 6 0.090000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1960 6 0.095000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1961 6 0.100000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1962 6 0.105000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1963 6 0.110000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1964 6 0.115000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1965 6 0.120000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1966 6 0.125000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1967 6 0.130000 0.780000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1968 6 0.075000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1969 6 0.080000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1970 6 0.085000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1971 6 0.090000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1972 6 0.095000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1973 6 0.100000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1974 6 0.105000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1975 6 0.110000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1976 6 0.115000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1977 6 0.120000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1978 6 0.125000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1979 6 0.130000 0.775000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1980 6 0.075000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1981 6 0.080000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1982 6 0.085000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1983 6 0.090000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1984 6 0.095000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1985 6 0.100000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1986 6 0.105000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1987 6 0.110000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1988 6 0.115000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1989 6 0.120000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1990 6 0.125000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1991 6 0.130000 0.770000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1992 6 0.075000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1993 6 0.080000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1994 6 0.085000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1995 6 0.090000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1996 6 0.095000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1997 6 0.100000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1998 6 0.105000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1999 6 0.110000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2000 6 0.115000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2001 6 0.120000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2002 6 0.125000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2003 6 0.130000 0.765000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2004 6 0.075000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2005 6 0.080000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2006 6 0.085000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2007 6 0.090000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2008 6 0.095000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2009 6 0.100000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2010 6 0.105000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2011 6 0.110000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2012 6 0.115000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2013 6 0.120000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2014 6 0.125000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2015 6 0.130000 0.760000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2016 6 0.075000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2017 6 0.080000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2018 6 0.085000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2019 6 0.090000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2020 6 0.095000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2021 6 0.100000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2022 6 0.105000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2023 6 0.110000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2024 6 0.115000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2025 6 0.120000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2026 6 0.125000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2027 6 0.130000 0.755000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2028 6 0.075000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2029 6 0.080000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2030 6 0.085000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2031 6 0.090000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2032 6 0.095000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2033 6 0.100000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2034 6 0.105000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2035 6 0.110000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2036 6 0.115000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2037 6 0.120000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2038 6 0.125000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2039 6 0.130000 0.750000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2040 6 0.075000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2041 6 0.080000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2042 6 0.085000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2043 6 0.090000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2044 6 0.095000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2045 6 0.100000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2046 6 0.105000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2047 6 0.110000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2048 6 0.115000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2049 6 0.120000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2050 6 0.125000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2051 6 0.130000 0.745000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2052 6 0.075000 0.740000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2053 6 0.080000 0.740000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2054 6 0.085000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2055 6 0.090000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2056 6 0.095000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2057 6 0.100000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2058 6 0.105000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2059 6 0.110000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2060 6 0.115000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2061 6 0.120000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2062 6 0.125000 0.740000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2063 6 0.130000 0.740000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2064 6 0.075000 0.735000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2065 6 0.080000 0.735000 0.028000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2066 6 0.085000 0.735000 0.029000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
2067 6 0.090000 0.735000 0.029000 
