#Event  L(segment)  X(mm)  Z(mm)  T(us) 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3110 6 0.085000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3111 6 0.090000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3112 6 0.095000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3113 6 0.100000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3114 6 0.105000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3115 6 0.110000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3116 6 0.115000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3117 6 0.120000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3118 6 0.125000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3119 6 0.130000 0.300000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3120 6 0.075000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3121 6 0.080000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3122 6 0.085000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3123 6 0.090000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3124 6 0.095000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3125 6 0.100000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3126 6 0.105000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3127 6 0.110000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3128 6 0.115000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3129 6 0.120000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3130 6 0.125000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3131 6 0.130000 0.295000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3132 6 0.075000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3133 6 0.080000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3134 6 0.085000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3135 6 0.090000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3136 6 0.095000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3137 6 0.100000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3138 6 0.105000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3139 6 0.110000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3140 6 0.115000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3141 6 0.120000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3142 6 0.125000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3143 6 0.130000 0.290000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3144 6 0.075000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3145 6 0.080000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3146 6 0.085000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3147 6 0.090000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3148 6 0.095000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3149 6 0.100000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3150 6 0.105000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3151 6 0.110000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3152 6 0.115000 0.285000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3153 6 0.120000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3154 6 0.125000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3155 6 0.130000 0.285000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3156 6 0.075000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3157 6 0.080000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3158 6 0.085000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3159 6 0.090000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3160 6 0.095000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3161 6 0.100000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3162 6 0.105000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3163 6 0.110000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3164 6 0.115000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3165 6 0.120000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3166 6 0.125000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3167 6 0.130000 0.280000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3168 6 0.075000 0.275000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3169 6 0.080000 0.275000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3170 6 0.085000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3171 6 0.090000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3172 6 0.095000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3173 6 0.100000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3174 6 0.105000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3175 6 0.110000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3176 6 0.115000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3177 6 0.120000 0.275000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3178 6 0.125000 0.275000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3179 6 0.130000 0.275000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3180 6 0.075000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3181 6 0.080000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3182 6 0.085000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3183 6 0.090000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3184 6 0.095000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3185 6 0.100000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3186 6 0.105000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3187 6 0.110000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3188 6 0.115000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3189 6 0.120000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3190 6 0.125000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3191 6 0.130000 0.270000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3192 6 0.075000 0.265000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3193 6 0.080000 0.265000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3194 6 0.085000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3195 6 0.090000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3196 6 0.095000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3197 6 0.100000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3198 6 0.105000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3199 6 0.110000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3200 6 0.115000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3201 6 0.120000 0.265000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3202 6 0.125000 0.265000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3203 6 0.130000 0.265000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3204 6 0.075000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3205 6 0.080000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3206 6 0.085000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3207 6 0.090000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3208 6 0.095000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3209 6 0.100000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3210 6 0.105000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3211 6 0.110000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3212 6 0.115000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3213 6 0.120000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3214 6 0.125000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3215 6 0.130000 0.260000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3216 6 0.075000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3217 6 0.080000 0.255000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3218 6 0.085000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3219 6 0.090000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3220 6 0.095000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3221 6 0.100000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3222 6 0.105000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3223 6 0.110000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3224 6 0.115000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3225 6 0.120000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3226 6 0.125000 0.255000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3227 6 0.130000 0.255000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3228 6 0.075000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3229 6 0.080000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3230 6 0.085000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3231 6 0.090000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3232 6 0.095000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3233 6 0.100000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3234 6 0.105000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3235 6 0.110000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3236 6 0.115000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3237 6 0.120000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3238 6 0.125000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3239 6 0.130000 0.250000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3240 6 0.075000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3241 6 0.080000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3242 6 0.085000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3243 6 0.090000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3244 6 0.095000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3245 6 0.100000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3246 6 0.105000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3247 6 0.110000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3248 6 0.115000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3249 6 0.120000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3250 6 0.125000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3251 6 0.130000 0.245000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3252 6 0.075000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3253 6 0.080000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3254 6 0.085000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3255 6 0.090000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3256 6 0.095000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3257 6 0.100000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3258 6 0.105000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3259 6 0.110000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3260 6 0.115000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3261 6 0.120000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3262 6 0.125000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3263 6 0.130000 0.240000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3264 6 0.075000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3265 6 0.080000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3266 6 0.085000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3267 6 0.090000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3268 6 0.095000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3269 6 0.100000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3270 6 0.105000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3271 6 0.110000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3272 6 0.115000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3273 6 0.120000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3274 6 0.125000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3275 6 0.130000 0.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3276 6 0.075000 0.230000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3277 6 0.080000 0.230000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3278 6 0.085000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3279 6 0.090000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3280 6 0.095000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3281 6 0.100000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3282 6 0.105000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3283 6 0.110000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3284 6 0.115000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3285 6 0.120000 0.230000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3286 6 0.125000 0.230000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3287 6 0.130000 0.230000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3288 6 0.075000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3289 6 0.080000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3290 6 0.085000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3291 6 0.090000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3292 6 0.095000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3293 6 0.100000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3294 6 0.105000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3295 6 0.110000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3296 6 0.115000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3297 6 0.120000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3298 6 0.125000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3299 6 0.130000 0.225000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3300 6 0.075000 0.220000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3301 6 0.080000 0.220000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3302 6 0.085000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3303 6 0.090000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3304 6 0.095000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3305 6 0.100000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3306 6 0.105000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3307 6 0.110000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3308 6 0.115000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3309 6 0.120000 0.220000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3310 6 0.125000 0.220000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3311 6 0.130000 0.220000 0.064000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3312 6 0.075000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3313 6 0.080000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3314 6 0.085000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3315 6 0.090000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3316 6 0.095000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3317 6 0.100000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3318 6 0.105000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3319 6 0.110000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3320 6 0.115000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3321 6 0.120000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3322 6 0.125000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3323 6 0.130000 0.215000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3324 6 0.075000 0.210000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3325 6 0.080000 0.210000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3326 6 0.085000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3327 6 0.090000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3328 6 0.095000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3329 6 0.100000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3330 6 0.105000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3331 6 0.110000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3332 6 0.115000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3333 6 0.120000 0.210000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3334 6 0.125000 0.210000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3335 6 0.130000 0.210000 0.065000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3336 6 0.075000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3337 6 0.080000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3338 6 0.085000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3339 6 0.090000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3340 6 0.095000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3341 6 0.100000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3342 6 0.105000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3343 6 0.110000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3344 6 0.115000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3345 6 0.120000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3346 6 0.125000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3347 6 0.130000 0.205000 0.066000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3348 6 0.075000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3349 6 0.080000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3350 6 0.085000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3351 6 0.090000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3352 6 0.095000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3353 6 0.100000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3354 6 0.105000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3355 6 0.110000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3356 6 0.115000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3357 6 0.120000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3358 6 0.125000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3359 6 0.130000 0.200000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3360 6 0.075000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3361 6 0.080000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3362 6 0.085000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3363 6 0.090000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3364 6 0.095000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3365 6 0.100000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3366 6 0.105000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3367 6 0.110000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3368 6 0.115000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3369 6 0.120000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3370 6 0.125000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3371 6 0.130000 0.195000 0.067000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3372 6 0.075000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3373 6 0.080000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3374 6 0.085000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3375 6 0.090000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3376 6 0.095000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3377 6 0.100000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3378 6 0.105000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3379 6 0.110000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3380 6 0.115000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3381 6 0.120000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3382 6 0.125000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3383 6 0.130000 0.190000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3384 6 0.075000 0.185000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3385 6 0.080000 0.185000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3386 6 0.085000 0.185000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3387 6 0.090000 0.185000 0.068000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
3388 6 0.095000 0.185000 0.068000 
