#Event  L(segment)  X(mm)  Z(mm)  T(us) 
874 9 0.125000 1.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
875 9 0.130000 1.235000 0.063000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
876 9 0.075000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
877 9 0.080000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
878 9 0.085000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
879 9 0.090000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
880 9 0.095000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
881 9 0.100000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
882 9 0.105000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
883 9 0.110000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
884 9 0.115000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
885 9 0.120000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
886 9 0.125000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
887 9 0.130000 1.230000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
888 9 0.075000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
889 9 0.080000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
890 9 0.085000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
891 9 0.090000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
892 9 0.095000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
893 9 0.100000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
894 9 0.105000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
895 9 0.110000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
896 9 0.115000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
897 9 0.120000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
898 9 0.125000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
899 9 0.130000 1.225000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
900 9 0.075000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
901 9 0.080000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
902 9 0.085000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
903 9 0.090000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
904 9 0.095000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
905 9 0.100000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
906 9 0.105000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
907 9 0.110000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
908 9 0.115000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
909 9 0.120000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
910 9 0.125000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
911 9 0.130000 1.220000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
912 9 0.075000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
913 9 0.080000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
914 9 0.085000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
915 9 0.090000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
916 9 0.095000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
917 9 0.100000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
918 9 0.105000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
919 9 0.110000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
920 9 0.115000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
921 9 0.120000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
922 9 0.125000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
923 9 0.130000 1.215000 0.062000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
924 9 0.075000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
925 9 0.080000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
926 9 0.085000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
927 9 0.090000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
928 9 0.095000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
929 9 0.100000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
930 9 0.105000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
931 9 0.110000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
932 9 0.115000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
933 9 0.120000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
934 9 0.125000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
935 9 0.130000 1.210000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
936 9 0.075000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
937 9 0.080000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
938 9 0.085000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
939 9 0.090000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
940 9 0.095000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
941 9 0.100000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
942 9 0.105000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
943 9 0.110000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
944 9 0.115000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
945 9 0.120000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
946 9 0.125000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
947 9 0.130000 1.205000 0.061000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
948 9 0.075000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
949 9 0.080000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
950 9 0.085000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
951 9 0.090000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
952 9 0.095000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
953 9 0.100000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
954 9 0.105000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
955 9 0.110000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
956 9 0.115000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
957 9 0.120000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
958 9 0.125000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
959 9 0.130000 1.200000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
960 9 0.075000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
961 9 0.080000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
962 9 0.085000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
963 9 0.090000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
964 9 0.095000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
965 9 0.100000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
966 9 0.105000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
967 9 0.110000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
968 9 0.115000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
969 9 0.120000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
970 9 0.125000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
971 9 0.130000 1.195000 0.060000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
972 9 0.075000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
973 9 0.080000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
974 9 0.085000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
975 9 0.090000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
976 9 0.095000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
977 9 0.100000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
978 9 0.105000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
979 9 0.110000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
980 9 0.115000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
981 9 0.120000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
982 9 0.125000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
983 9 0.130000 1.190000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
984 9 0.075000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
985 9 0.080000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
986 9 0.085000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
987 9 0.090000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
988 9 0.095000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
989 9 0.100000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
990 9 0.105000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
991 9 0.110000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
992 9 0.115000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
993 9 0.120000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
994 9 0.125000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
995 9 0.130000 1.185000 0.059000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
996 9 0.075000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
997 9 0.080000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
998 9 0.085000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
999 9 0.090000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1000 9 0.095000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1001 9 0.100000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1002 9 0.105000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1003 9 0.110000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1004 9 0.115000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1005 9 0.120000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1006 9 0.125000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1007 9 0.130000 1.180000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1008 9 0.075000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1009 9 0.080000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1010 9 0.085000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1011 9 0.090000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1012 9 0.095000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1013 9 0.100000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1014 9 0.105000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1015 9 0.110000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1016 9 0.115000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1017 9 0.120000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1018 9 0.125000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1019 9 0.130000 1.175000 0.058000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1020 9 0.075000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1021 9 0.080000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1022 9 0.085000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1023 9 0.090000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1024 9 0.095000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1025 9 0.100000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1026 9 0.105000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1027 9 0.110000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1028 9 0.115000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1029 9 0.120000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1030 9 0.125000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1031 9 0.130000 1.170000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1032 9 0.075000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1033 9 0.080000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1034 9 0.085000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1035 9 0.090000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1036 9 0.095000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1037 9 0.100000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1038 9 0.105000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1039 9 0.110000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1040 9 0.115000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1041 9 0.120000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1042 9 0.125000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1043 9 0.130000 1.165000 0.057000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1044 9 0.075000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1045 9 0.080000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1046 9 0.085000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1047 9 0.090000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1048 9 0.095000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1049 9 0.100000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1050 9 0.105000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1051 9 0.110000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1052 9 0.115000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1053 9 0.120000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1054 9 0.125000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1055 9 0.130000 1.160000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1056 9 0.075000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1057 9 0.080000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1058 9 0.085000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1059 9 0.090000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1060 9 0.095000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1061 9 0.100000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1062 9 0.105000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1063 9 0.110000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1064 9 0.115000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1065 9 0.120000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1066 9 0.125000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1067 9 0.130000 1.155000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1068 9 0.075000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1069 9 0.080000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1070 9 0.085000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1071 9 0.090000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1072 9 0.095000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1073 9 0.100000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1074 9 0.105000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1075 9 0.110000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1076 9 0.115000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1077 9 0.120000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1078 9 0.125000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1079 9 0.130000 1.150000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1080 9 0.075000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1081 9 0.080000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1082 9 0.085000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1083 9 0.090000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1084 9 0.095000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1085 9 0.100000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1086 9 0.105000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1087 9 0.110000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1088 9 0.115000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1089 9 0.120000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1090 9 0.125000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1091 9 0.130000 1.145000 0.056000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1092 9 0.075000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1093 9 0.080000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1094 9 0.085000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1095 9 0.090000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1096 9 0.095000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1097 9 0.100000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1098 9 0.105000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1099 9 0.110000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1100 9 0.115000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1101 9 0.120000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1102 9 0.125000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1103 9 0.130000 1.140000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1104 9 0.075000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1105 9 0.080000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1106 9 0.085000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1107 9 0.090000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1108 9 0.095000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1109 9 0.100000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1110 9 0.105000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1111 9 0.110000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1112 9 0.115000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1113 9 0.120000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1114 9 0.125000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1115 9 0.130000 1.135000 0.055000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1116 9 0.075000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1117 9 0.080000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1118 9 0.085000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1119 9 0.090000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1120 9 0.095000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1121 9 0.100000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1122 9 0.105000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1123 9 0.110000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1124 9 0.115000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1125 9 0.120000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1126 9 0.125000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1127 9 0.130000 1.130000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1128 9 0.075000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1129 9 0.080000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1130 9 0.085000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1131 9 0.090000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1132 9 0.095000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1133 9 0.100000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1134 9 0.105000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1135 9 0.110000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1136 9 0.115000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1137 9 0.120000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1138 9 0.125000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1139 9 0.130000 1.125000 0.054000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1140 9 0.075000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1141 9 0.080000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1142 9 0.085000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1143 9 0.090000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1144 9 0.095000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1145 9 0.100000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1146 9 0.105000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1147 9 0.110000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1148 9 0.115000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1149 9 0.120000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1150 9 0.125000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1151 9 0.130000 1.120000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1152 9 0.075000 1.115000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1153 9 0.080000 1.115000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1154 9 0.085000 1.115000 0.053000 
#Event  L(segment)  X(mm)  Z(mm)  T(us) 
1155 9 0.090000 1.115000 0.053000 
